recipe_name,time,url,special_diet,blurb,course_type,group_by_time
Corned Beef Hash,25,https://www.simplyrecipes.com/author/elise-bauer/,Gluten-Free,"Have leftover corned beef from St. Patrick's Day? Make this Corned Beef Hash! Chop up your corned beef and potatoes, fry with onions, and serve as a side or for breakfast with eggs!",breakfast,medium
How To Make French Crêpes,25,https://www.simplyrecipes.com/author/sally-vargas/,Vegetarian,"Homemade French crêpes are so much fun and surprisingly easy to make using a simple blender batter and a nonstick skillet. They can go sweet or savory, depending on your preference!",breakfast,medium
Buckwheat Pancakes,25,https://www.simplyrecipes.com/author/elise-bauer/,Gluten-Free,"Buckwheat pancakes with buttermilk, tangy, earthy, surprisingly fluffy, and naturally gluten-free!",breakfast,medium
Bisquick Apple Coffee Cake,25,https://www.simplyrecipes.com/author/elise-bauer/,,"Apple coffee cake recipe made with Bisquick baking mix, with brown sugar streusel topping.",breakfast,medium
Guacamole Deviled Eggs,25,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Vegetarian","Guacamole Deviled Eggs!  Hard boiled eggs and avocado are made for each other in these creamy, tasty deviled eggs. No mayo needed.",breakfast,medium
Eggnog French Toast,25,https://www.simplyrecipes.com/author/irvin-lin/,,Can't get enough eggnog? Make this Eggnog French Toast! It's a great way to use up leftover eggnog in a festive holiday breakfast.,breakfast,medium
How to Make Fluffy Buttermilk Pancakes,25,https://www.simplyrecipes.com/author/summer-miller/,Vegetarian,"Fluffy, airy, and sweet Buttermilk Pancakes are a must-have on Saturday mornings! Maple syrup and fresh fruit are always welcome, too.",breakfast,medium
Almond Flour Waffles,25,https://www.simplyrecipes.com/author/garrett-mccord/,Gluten-Free,"These almond flour waffles are gluten-free AND dairy-free! But more important than that, they're light, crispy, and delicious with maple syrup. Perfect for a big family brunch.",breakfast,medium
Cheddar and Jalapeño Biscuits,25,https://www.simplyrecipes.com/author/elise-bauer/,,Light and airy cheesy biscuits packed with sharp cheddar and spicy fresh jalapeños.,breakfast,medium
Queen Elizabeth’s Drop Scones,25,https://www.simplyrecipes.com/author/elise-bauer/,,"A recipe given to President Eisenhower by Queen Elizabeth II for drop scones, also known as Scottish pancakes.",breakfast,medium
Blueberry Buttermilk Pancakes,25,https://www.simplyrecipes.com/author/elise-bauer/,,"Blueberry pancakes made with buttermilk, and loaded with blueberries! Learn how to make blueberry pancakes that are light and  fluffy, and don't turn purple on you. So easy, the perfect pancake breakfast.",breakfast,medium
Honey Ricotta Stuffed French Toast,25,https://www.simplyrecipes.com/author/nick-evans/,,"French toast is good, but this Honey Ricotta Stuffed French Toast is even better! It only looks and sounds fancy—you can whip this up in less than a half hour.",breakfast,medium
Mushroom Toast with Fried Egg,25,https://www.simplyrecipes.com/author/sheryl-julian/,Vegetarian,"Sautéed mushrooms on toast and topped with a fried egg make a satisfying meat-free meal on days when you need something easy. Make it for breakfast, lunch, or dinner — it's good any time of day!",breakfast,medium
Oatmeal Buttermilk Pancakes,25,https://www.simplyrecipes.com/author/sally-vargas/,"Gluten-Free, Vegetarian","Looking for a gluten-free breakfast that tastes great and is easy to make? Well, look no further than these Oatmeal Pancakes. No special ingredients required — just rolled oats!",breakfast,medium
Eggs Nested in Sautéed Chard and Mushrooms,25,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Low Carb, Paleo, Vegetarian","Runny eggs, steamed on a bed of sautéed chopped chard, onions, and shiitake mushrooms.",breakfast,medium
Asparagus Mimosa with Hard Boiled Eggs and Capers,25,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Low Carb, Paleo, Vegetarian","Asparagus Mimosa! Asparagus spears, boiled until crisp tender, served with grated boiled eggs and a caper vinaigrette.",breakfast,medium
How to Make Bacon in the Oven,25,https://www.simplyrecipes.com/author/nick-evans/,,Want to know the secret to perfectly crispy bacon every time? Bake it in the oven! It's easy to make and easy to clean up. (No more bacon grease splatters on the stove!),breakfast,medium
Oatmeal Almond Butter Breakfast Cookies,28,https://www.simplyrecipes.com/author/marta-rivera/,,Need an easy grab-and-go breakfast? Make these Oatmeal Almond Butter Breakfast Cookies! They are PACKED with nourishing ingredients to fuel you through your day.,breakfast,medium
Caesar Salad,30,https://www.simplyrecipes.com/author/elise-bauer/,,"Classic Caesar Salad with romaine lettuce, homemade croutons, parmesan cheese, and easy homemade caesar dressing. Never buy caesar dressing again!",lunch,medium
Chicken Salad,30,https://www.simplyrecipes.com/author/elise-bauer/,Low Carb,"This family favorite chicken salad is made with celery, bell pepper, green olives, apple, lettuce, and mayo—plus a secret ingredient that makes all the difference!",lunch,medium
Caesar Salad,30,https://www.simplyrecipes.com/author/elise-bauer/,,"Classic Caesar Salad with romaine lettuce, homemade croutons, parmesan cheese, and easy homemade caesar dressing. Never buy caesar dressing again!",lunch,medium
Chicken Salad,30,https://www.simplyrecipes.com/author/elise-bauer/,Low Carb,"This family favorite chicken salad is made with celery, bell pepper, green olives, apple, lettuce, and mayo—plus a secret ingredient that makes all the difference!",lunch,medium
Salmon Macaroni Salad,30,https://www.simplyrecipes.com/author/elise-bauer/,,"Salmon Macaroni Salad with canned salmon, ready in 30 min! Quick and easy pantry dinner or lunch, good for making ahead too.",lunch,medium
Dad’s Potato Salad,30,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Vegetarian","Classic potato salad recipe with boiled Russet potatoes, dill pickles, celery, parsley, red onion, scallions, hard boiled eggs and a mayonnaise Dijon dressing.",lunch,medium
Leeks Vinaigrette,30,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Low Carb, Paleo, Vegan, Vegetarian","A French classic, whole leeks are boiled, drained, then marinated in a Dijon vinaigrette.",lunch,medium
Tuna Macaroni Salad,30,https://www.simplyrecipes.com/author/elise-bauer/,,"This family favorite tuna macaroni salad is made with canned tuna, elbow mac, bell peppers, parsley, green onion, iceberg lettuce, and mayonnaise. Try it for your next potluck, BBQ, or family gathering.",lunch,medium
Couscous with Pistachios and Apricots,30,https://www.simplyrecipes.com/author/elise-bauer/,"Vegan, Vegetarian",A Moroccan-inspired couscous side with pistachios and dried apricots,lunch,medium
Greek Pasta Salad,30,https://www.simplyrecipes.com/author/sabrina-modelle/,Vegetarian,"Imagine all the flavors of a Greek salad, but with pasta! We've got kalamata olives, tomatoes, cucumber, and feta cheese, all tossed with pasta and a lemony dressing. This salad is easy to make ahead and pack up for your next picnic.",lunch,medium
BLT Salad with Buttermilk Dressing,30,https://www.simplyrecipes.com/author/sally-vargas/,Gluten-Free,"BLT Salad for dinner tonight! Make with ripe tomatoes, crispy bacon, green beans, and sweet corn.",lunch,medium
Cherry Tomato Orzo Salad,30,https://www.simplyrecipes.com/author/elise-bauer/,Vegetarian,"This quick and easy orzo salad is a fresh Greek-inspired summer salad with cherry tomatoes, orzo pasta, cucumbers, feta cheese, oregano and green onions, and dressed with olive oil and lemon juice. Perfect for a summer BBQ!",lunch,medium
"Pasta Salad with Corn, Bacon, and Buttermilk Ranch Dressing",30,https://www.simplyrecipes.com/author/elise-bauer/,,"Perfect pasta picnic salad! With corn, bacon, basil, and buttermilk ranch dressing.",lunch,medium
"Kale with Seaweed, Sesame and Ginger",30,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Low Carb, Paleo, Vegan, Vegetarian","Wilted kale recipe with arame seaweed, garlic, sesame, and fresh minced ginger.",lunch,medium
Cajun Chicken Salad,30,https://www.simplyrecipes.com/author/elise-bauer/,,"A chicken salad done Louisiana style with a remoulade, Tabasco sauce and a little Cajun spice.",lunch,medium
Easy Chinese Chicken Salad with Chow Mein Noodles,30,https://www.simplyrecipes.com/author/elise-bauer/,,"This easy Chinese chicken salad gets tossed with a bright, gingery dressing and topped with crunchy noodles. Makes a great make-ahead salad for a backyard party or a weekday lunch.",lunch,medium
Provencal Potato Salad,30,https://www.simplyrecipes.com/author/elise-bauer/,Gluten-Free,"New potatoes or fingerlings tossed warm in a Dijon vinaigrette with capers, olives, garlic, and parsley.",lunch,medium
Chicken and Avocado Salad with Buttermilk Dressing,30,https://www.simplyrecipes.com/author/sally-vargas/,,"This simple, satisfying salad is the perfect way to use up leftover chicken. Top it with a zingy buttermilk dressing and a wedge if garlicky toast!",lunch,medium
Fattoush Bread Salad,30,https://www.simplyrecipes.com/author/sheryl-julian/,Vegetarian,"Easy Middle Eastern fattoush! Crispy pita chips, fresh vegetables, and a tangy dressing. 30 minutes.",lunch,medium
Cucumber Mint Quinoa Salad,30,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Vegan, Vegetarian",Quick easy quinoa salad with cucumbers and mint. Perfect for a summer picnic salad!,lunch,medium
Arugula Corn Salad with Bacon,30,https://www.simplyrecipes.com/author/elise-bauer/,,"Peppery corn salad with freshly cooked corn, arugula, bacon, green onions, and cumin.",lunch,medium
Soba Noodle Salad,30,https://www.simplyrecipes.com/author/garrett-mccord/,Vegetarian,"Delicious soba noodle salad made with buckwheat soba noodles, mango, red bell pepper, garlic, basil, mint, peanuts, lime and sesame oil.",lunch,medium
Strawberry Arugula Quinoa Salad,30,https://www.simplyrecipes.com/author/elise-bauer/,"Gluten-Free, Paleo, Vegan, Vegetarian","Quinoa salad with fresh strawberries, arugula, toasted almonds, mint and a citrus vinaigrette",lunch,medium
Caprese Corn Salad,30,https://www.simplyrecipes.com/author/elise-bauer/,,"Fresh corn and tomato salad with fresh corn, garden tomatoes, basil, Mozzarella, scallions and a vinaigrette.",lunch,medium
Warm Green Bean and Pancetta Salad,30,https://www.simplyrecipes.com/author/elise-bauer/,Gluten-Free,"Warm green bean salad with pancetta, tomatoes, and Parmesan cheese.",lunch,medium
Thai Noodle Salad with Peanut Sauce,30,https://www.simplyrecipes.com/author/jessica-gavin/,"Vegan, Vegetarian","Ready to take your taste buds on an exotic adventure? This Thai Noodle Salad is the answer! Freshly chopped vegetables, tropical fruit, chewy rice noodles, and a creamy peanut dressing make for an irresistible vegetarian side dish or light lunch.",lunch,medium
Spring Vegetable Salad with Mint Pesto,30,https://www.simplyrecipes.com/author/sally-vargas/,Vegetarian,"Tossed with zippy mint pesto, crisp radishes and fresh peas make this spring salad a showstopper. Make the most of your garden vegetables this spring and summer!",lunch,medium
Chicken Panzanella Salad,30,https://www.simplyrecipes.com/author/nick-evans/,Dairy-Free,"Who knew stale bread could be so good? This Chicken Panzanella Salad with bread, tomatoes, and shredded chicken is the perfect dinner for a hot summer night. Easy, delicious, and good enough to eat on its own!",lunch,medium
English Muffin Tuna Melts,30,https://www.simplyrecipes.com/author/nick-evans/,,"English Muffin Tuna Melts! If you've got the fixins for tuna salad, some cheese, and a few English Muffins, you've got dinner. With any luck, you've got dinner your kids will love, too.",lunch,medium
Italian Grilled Cheese Sandwiches,30,https://www.simplyrecipes.com/author/nick-evans/,,"Italian Grilled Cheese Sandwiches! Italian sub, meet your friend, grilled cheese!  This is a gooey match made in heaven: three kinds of Italian deli meat, provolone, and buttery toasted bread.",lunch,medium
Herbed Turkey Burger,30,https://www.simplyrecipes.com/author/elise-bauer/,,"Turkey burgers come to life with parsley, sage, rosemary, and thyme. So simple but so good!",lunch,medium
English Muffin Tuna Melts,30,https://www.simplyrecipes.com/author/nick-evans/,,"English Muffin Tuna Melts! If you've got the fixins for tuna salad, some cheese, and a few English Muffins, you've got dinner. With any luck, you've got dinner your kids will love, too.",lunch,medium
Italian Grilled Cheese Sandwiches,30,https://www.simplyrecipes.com/author/nick-evans/,,"Italian Grilled Cheese Sandwiches! Italian sub, meet your friend, grilled cheese!  This is a gooey match made in heaven: three kinds of Italian deli meat, provolone, and buttery toasted bread.",lunch,medium
Herbed Turkey Burger,30,https://www.simplyrecipes.com/author/elise-bauer/,,"Turkey burgers come to life with parsley, sage, rosemary, and thyme. So simple but so good!",lunch,medium
Greek Chicken Skewers with Flatbread and Yogurt Sauce (Chicken Souvlaki),30,https://www.simplyrecipes.com/author/sally-vargas/,,Greek Chicken Skewers (a.k.a. Souvlaki!) served with warm flatbread and tangy yogurt sauce. A simple and healthy weeknight meal. Cook on a grill or indoors on the stovetop.,lunch,medium
Cacio e Pepe,30,https://www.simplyrecipes.com/author/jessica-gavin/,Vegetarian,"Cacio e pepe is the most divine pasta dish made with simple, high quality ingredients. Tender noodles tossed in a two-cheese blend and a hint of cream ensure luscious forkfuls. Freshly cracked black pepper adds tiny spicy bursts of flavor with each bite.",dinner,medium
Chicken Panzanella Salad,30,https://www.simplyrecipes.com/author/nick-evans/,Dairy-Free,"Who knew stale bread could be so good? This Chicken Panzanella Salad with bread, tomatoes, and shredded chicken is the perfect dinner for a hot summer night. Easy, delicious, and good enough to eat on its own!",dinner,medium
Easy Chicken Skillet Enchiladas,30,https://www.simplyrecipes.com/author/summer-miller/,,These chicken skillet enchiladas are easy to make and ready in 30 minutes. They also use only one pan and are great to double and freeze for a meal down the road!,dinner,medium
